scenario,strategy,membership_fee_eur,first_year_subsidy_eur,effective_fee_eur,info_cues_used,consumer_climate_index,savings_rate_percent,inflation_percent,competitor_penalty_percent,adoption_rate,projected_member_households,projected_member_spend_eur,membership_revenue_eur,merchandise_contribution_eur,total_contribution_eur,break_even_monthly_spend_eur,replication_id
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.7907223090391853,0.2172,97740.0,834068727.093789,1954800.0,24878104.24054052,12899984.24054052,19.59223943252137,10
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,4.293800761767088,0.05333333333333334,24000.0,288957783.0974957,1560000.0,7890948.162118677,-4481971.837881323,63.801329760349695,11
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.594574878185121,0.13066666666666665,58799.99999999999,578618489.7828778,2057999.9999999998,16661134.005606204,4786214.005606204,34.354562178649836,11
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.8654866586316734,0.2078,93510.0,810779235.53079,1870200.0,24371801.100122824,12309081.100122824,19.63117838779991,11
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.27964054540113,0.06573333333333334,29580.000000000004,350331717.97853047,1922700.0000000002,9624373.409662068,-2385846.590337932,63.778982479530136,12
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.7394631860556022,0.13253333333333334,59640.0,589279096.2064154,2087400.0,16763744.874305606,4918224.874305606,34.342529027439305,12
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.5352361153070473,0.2152,96840.0,843445063.4403083,1936800.0,25317061.757420197,13320941.757420197,19.624302301393893,12
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.5847757915646983,0.0584,26280.0,303169657.70187455,1708200.0,8041555.101925548,-4183164.898074452,63.8250841901409,13
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.717437901234518,0.1276,57419.99999999999,555553866.0363173,2009699.9999999998,15966793.401279293,4043573.401279293,34.36735302546048,13
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.7769107479115114,0.22293333333333334,100320.0,846384353.5705596,2006400.0,25323100.06777294,13396580.06777294,19.638487443120276,13
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.4128288851866957,0.057666666666666665,25950.0,303328418.64483273,1686750.0,8185927.087419383,-4060242.912580617,63.577679817331926,14
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.8148511812953734,0.1382,62189.99999999999,603311690.9923053,2176649.9999999995,17451659.695208013,5695389.695208013,34.23413528625565,14
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.8579118764345046,0.20413333333333333,91860.0,793634780.1939031,1837200.0,23527611.763247848,11431891.763247848,19.562363020717516,14
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.9405368501240354,0.065,29250.0,344166171.34657437,1901250.0,9335654.7748553,-2696015.225144699,63.58170955836294,15
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.894925256051861,0.14566666666666667,65550.0,639408987.578305,2294250.0,18276115.567487754,6637445.567487754,34.23630514681081,15
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.5541031793326625,0.2154,96930.0,843629755.043797,1938600.0,24908262.204376057,12913942.204376057,19.56360294103475,15
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.613357621420177,0.0618,27810.0,326228918.0956983,1807650.0,9064708.824756764,-3060561.175243236,63.697712434524476,16
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.845635583331827,0.1348,60660.0,592722657.8931998,2123100.0,17169375.50327993,5359555.503279932,34.29876823397472,16
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.0171530997927873,0.196,88200.0,768912278.1185366,1764000.0,22918545.798921317,10749625.798921317,19.59929613369984,16
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.779073525826786,0.06166666666666667,27750.0,322559213.14857644,1803750.0,8511869.104539603,-3617300.895460397,63.588973023297115,17
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.5869522419613946,0.13306666666666667,59880.0,584174947.6460274,2095800.0,16606379.314113595,4769259.314113595,34.24021624331383,17
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.6628194267327356,0.1976,88920.0,773484025.3554553,1778400.0,22787790.61157553,10633270.611575529,19.56583785332219,17
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.4661603596458215,0.05853333333333333,26340.0,304127979.50022995,1712100.0,8076795.606771801,-4144024.3932281993,63.61783886447484,18
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.718693815005829,0.1458,65610.0,629413463.6970626,2296350.0,18154600.90358892,6518030.903588921,34.255759388563376,18
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.8511848497132646,0.22246666666666667,100110.0,855964937.7778598,2002200.0,25487981.744567975,13557261.744567975,19.574719650607644,18
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,1.5098757720866238,0.06693333333333333,30120.0,347795258.91302073,1957800.0,9463166.106288806,-2511953.8937111944,63.737359047998915,19
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.9807427470312566,0.13626666666666667,61320.00000000001,595315576.3523566,2146200.0000000005,17036313.210959464,5249593.210959464,34.32011641046095,19
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.219445959171761,0.21046666666666666,94710.0,817435128.1882709,1894200.0,24487613.902252838,12448893.902252838,19.611495091691975,19
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,4.152762953709646,0.05653333333333333,25440.0,298099945.3104268,1653600.0,8133719.9878374,-4145600.0121625997,63.746589711002635,20
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.768965804126925,0.13626666666666667,61320.00000000001,598047695.8067997,2146200.0000000005,17145909.65282263,5359189.652822629,34.325086767462956,20
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.5259685534868113,0.1932,86940.0,759513812.3366913,1738800.0,22604835.311335728,10410715.311335728,19.61433529569312,20
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.5943242803731583,0.0632,28440.000000000004,332037620.98247856,1848600.0000000002,9028064.19100786,-3056255.80899214,63.67475061473616,21
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.9634403197676877,0.14346666666666666,64560.0,630328995.0904146,2259600.0,18121274.088529266,6447954.088529266,34.28640417716563,21
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.9577742308441635,0.2236,100620.0,870088383.660897,2012400.0,26035611.08144544,14115091.08144544,19.59223095838036,21
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.887207721466059,0.06113333333333333,27510.0,321939943.6951175,1788150.0,8631071.554674704,-3513698.4453252964,63.719316217740705,22
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.783961950093263,0.1296,58320.0,574661821.9703429,2041200.0,16601148.837195203,4709428.837195203,34.31040104032192,22
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.2314653844378873,0.21893333333333334,98520.0,844509075.9980111,1970400.0,25125971.398987398,13163451.398987398,19.60594345161253,22
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.365835465656694,0.06266666666666666,28199.999999999996,328760483.2924889,1832999.9999999998,8757611.476276297,-3342308.523723703,63.751103359010806,23
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.782967962036,0.1398,62910.0,611166764.8489369,2201850.0,17581760.883259848,5850690.883259848,34.327517193313504,23
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.695337006680854,0.2226,100170.0,857840555.9176645,2003400.0,25614762.659806803,13685242.659806803,19.615724110464864,23
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.1751046707178383,0.059133333333333336,26610.0,313395163.6300937,1729650.0,8484192.567174982,-3719077.4328250177,63.65450279295448,24
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,3.740603810286996,0.12186666666666666,54840.0,542382479.4161086,1919400.0,15514431.613160282,3500911.6131602824,34.27550150389857,24
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.4726471254221507,0.19493333333333332,87720.0,768092638.4729754,1754400.0,22773842.428098813,10595322.428098813,19.586000859370614,24
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.8311466153301104,0.06286666666666667,28290.0,330565324.9594483,1838850.0,9058443.915407538,-3035626.0845924616,63.85677166039934,25
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.2414628567655797,0.13733333333333334,61800.0,605384004.9117433,2163000.0,17519097.689984806,5749177.689984806,34.384415509445795,25
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.3675125171581426,0.21566666666666667,97050.0,839603626.25591,1941000.0,25246348.78902836,13254428.789028361,19.64823743396903,25
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.422441771826138,0.058133333333333335,26160.0,302527209.8243079,1700400.0,8009554.347337771,-4222965.652662229,63.625767485897164,26
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.7693042487833393,0.129,58050.0,565039788.7957643,2031750.0,16164293.862172775,4263123.862172775,34.260028646252316,26
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.2206640133554263,0.2184,98280.0,838177586.459592,1965600.0,25111304.486832544,13143984.486832544,19.577159226429895,26
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.017369886604338,0.06266666666666666,28199.999999999996,326859407.39463437,1832999.9999999998,8681566.314234428,-3418353.685765572,63.5879634395916,27
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.2853669184007694,0.13593333333333332,61169.99999999999,589627881.5038221,2140949.9999999995,16725036.373019971,4933066.373019971,34.239672621318554,27
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.43344196959476,0.21446666666666667,96510.0,824839704.129694,1930200.0,24343848.839008093,12341128.839008093,19.56552721218203,27
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.3942545526469043,0.06213333333333333,27960.0,327962181.9523102,1817400.0,8956570.095632624,-3158949.904367376,63.818755945153214,28
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.5888905263871822,0.13886666666666667,62490.0,608917418.6591423,2187150.0,17643942.808301345,5898172.8083013445,34.36394550892865,28
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.221923846027224,0.21266666666666667,95700.0,824748193.6573851,1914000.0,24687172.08625418,12668252.08625418,19.636540290816374,28
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.8368479168775975,0.056133333333333334,25260.0,298270268.0781958,1641900.0,8359532.15673722,-3931487.8432627805,63.735325662251846,29
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.3796551724733748,0.1296,58320.0,567932047.8301476,2041200.0,16573744.785032079,4682024.785032079,34.3190215104433,29
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,4.105012494176896,0.18286666666666668,82290.0,718075777.453014,1645800.0,21317566.90254499,9030446.90254499,19.61086943453903,29
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.111174665605332,0.0598,26910.0,312226126.86189926,1749150.0,8496757.322750878,-3687012.6772491224,63.699686058972226,30
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.562705690056128,0.13446666666666668,60510.00000000001,586167804.329691,2117850.0000000005,16752391.547377437,4937321.547377437,34.2998309548312,30
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.2840693824134781,0.23126666666666668,104070.0,886115843.0590471,2081400.0,26802080.637588084,14950560.637588084,19.599903402760685,30
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.085394470701089,0.0658,29610.0,346578455.09097433,1924650.0,9580734.581020296,-2427535.4189797044,63.570724352013166,31
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.398654247965275,0.13426666666666667,60420.0,590323088.6248506,2114700.0,16844984.002521925,5026764.002521925,34.23039003569939,31
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.264538075001789,0.20093333333333332,90420.0,788198705.1181604,1808400.0,23467439.420569927,11342919.420569927,19.56022287754251,31
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.3291545552919115,0.06286666666666667,28290.0,332095570.8810636,1838850.0,8989661.079298735,-3104408.9207012653,63.72265779424231,32
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.109973710058847,0.1362,61289.99999999999,601654955.268868,2145149.9999999995,17449110.19789744,5661340.197897442,34.31220035074586,32
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.1808233267273487,0.23213333333333333,104460.0,895507399.2854587,2089200.0,27280295.004706427,15436575.004706427,19.606971628997638,32
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.88597859559481,0.0614,27630.0,322829555.2523526,1795950.0,8670624.844694637,-3466345.1553053632,63.72926003448155,33
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.592562715499272,0.1336,60120.0,586243241.1616504,2104200.0,16783811.526003823,4955091.526003823,34.31575540318237,33
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.4703556770892705,0.2124,95580.0,823905419.0501707,1911600.0,24403411.78566329,12382091.785663292,19.609003087532788,33
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.314904336573389,0.0628,28259.999999999996,329084744.4109378,1836899.9999999998,8943135.777714852,-3152884.2222851478,63.785663685434855,34
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.3274294719327926,0.14173333333333332,63779.99999999999,620692891.891903,2232299.9999999995,18039812.96797376,6339192.967973761,34.34612659984953,34
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.5440165530532577,0.2246,101070.0,864031522.2547771,2021400.0,26109193.530270994,14197673.530270994,19.62635805705688,34
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.3855645886246863,0.06013333333333333,27060.0,319946262.44121027,1758900.0,8500896.41790852,-3673123.5820914805,63.51529423225597,35
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.5953922619816834,0.1358,61110.0,597180700.3721576,2138850.0,16786295.50085824,4992225.50085824,34.20054304813783,35
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.1237447843540123,0.20093333333333332,90420.0,789555737.075357,1808400.0,22932539.953199774,10808019.953199774,19.543167456078763,35
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.1207320428086263,0.06253333333333333,28140.0,324590051.98925394,1829100.0,8930303.096014656,-3173516.903985344,63.73750315386047,36
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,3.1255369449734873,0.12493333333333333,56220.0,547835638.3389139,1967700.0,15767567.099660851,3802347.099660851,34.32019400592487,36
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.7330205720587677,0.20453333333333334,92040.0,792062833.8216689,1840800.0,23740866.38918723,11648746.389187232,19.611539431957073,36
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,1.2505022208051442,0.06526666666666667,29370.0,341414179.72424936,1909050.0,9333386.223808717,-2690483.776191283,63.73328001252643,37
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.971436437483382,0.1332,59940.00000000001,585846922.9143132,2097900.0000000005,17233658.81261336,5398638.812613361,34.317920006745,37
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,4.173956098304106,0.18353333333333333,82590.0,724258673.8212066,1651800.0,21700755.078899637,9419635.078899637,19.610240003854287,37
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.9624122186219446,0.05293333333333333,23820.0,279491933.4575972,1548300.0,7552119.780565251,-4832500.219434749,63.68016965568188,38
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.235707697683558,0.13246666666666668,59610.00000000001,575392986.3228476,2086350.0000000002,16472802.146503195,4626232.146503195,34.28932212229024,38
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.2908527160387475,0.19833333333333333,89250.0,768227393.3003808,1785000.0,22829976.109317288,10682056.109317288,19.593898355594426,38
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,4.182820946953085,0.055466666666666664,24960.0,297502373.2195895,1622400.0,8091084.082164012,-4219435.917835988,63.732486395464626,39
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.8750348309987435,0.1288,57960.0,572340937.9885112,2028600.0,16609688.335479505,4705368.335479505,34.31749267448095,39
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.012999039429287,0.21466666666666667,96600.0,836494043.0664062,1932000.0,25258051.59212555,13257131.59212555,19.609995813989116,39
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.5247672332175752,0.06633333333333333,29849.999999999996,349801235.62245595,1940249.9999999998,9823497.067537107,-2169172.9324628934,63.63149444567961,40
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.500737219077726,0.13373333333333334,60180.00000000001,594372585.5322603,2106300.0000000005,17260548.10558185,5433928.10558185,34.26311239382748,40
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.1220608382997868,0.2198,98910.0,854978767.1531166,1978200.0,25762063.76982452,13807343.76982452,19.57892136790142,40
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,4.493848228306319,0.053533333333333336,24090.0,282713225.1450583,1565850.0,7649003.490486443,-4718066.509513557,63.581434233375184,41
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.694817917049765,0.13126666666666667,59070.0,573541102.3704052,2067450.0,16278473.586347423,4413003.5863474235,34.23615689489433,41
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.9555964572462337,0.22533333333333333,101400.0,860898694.282395,2028000.0,25662398.026236713,13757478.026236713,19.563518225653905,41
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,5.094929112728698,0.052066666666666664,23430.0,281392558.84630585,1522950.0,7705871.919016868,-4704098.080983132,63.85350279302173,42
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.2556288823232977,0.13313333333333333,59910.0,588855683.1981529,2096850.0,17233211.53374262,5397141.533742622,34.38265535008862,42
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.7519533514083103,0.20333333333333334,91500.0,796749136.5498788,1830000.0,23951651.97063841,11848731.97063841,19.64723162862207,42
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.60061923523882,0.059666666666666666,26850.0,315401351.2261241,1745250.0,8537270.37710309,-3650399.6228969097,63.784942688285675,43
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,3.7912406480936376,0.1214,54630.0,541575345.8629668,1912050.0,15433529.910490036,3412659.910490036,34.345738370615365,43
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.53666427577186,0.20866666666666667,93900.0,813908403.9497494,1878000.0,24167650.282328278,12112730.282328278,19.62613621178021,43
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.8739729384622588,0.057866666666666663,26040.0,306047892.4792965,1692600.0,8364349.747416839,-3875970.252583161,63.537039004517396,44
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.4766852709078275,0.12766666666666668,57450.00000000001,560356206.278319,2010750.0000000002,16124056.210078105,4201886.210078105,34.21225177166321,44
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.9490963169247717,0.20046666666666665,90210.0,776171085.3716487,1804200.0,23015247.705258712,10886527.705258712,19.549858155236123,44
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.980873755856304,0.060866666666666666,27390.0,320582286.77468526,1780350.0,8694836.09855434,-3457733.9014456607,63.748640431893485,45
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.5398565215667657,0.13273333333333334,59730.00000000001,583308828.0840741,2090550.0000000002,16643196.457044095,4800826.457044095,34.3261910017888,45
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.2606476569675835,0.21373333333333333,96180.0,827547297.1274797,1923600.0,24566209.60848376,12556889.608483762,19.61496628673646,45
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.0170871972659,0.06506666666666666,29279.999999999996,339404813.53404397,1903199.9999999998,9316903.664789822,-2712816.335210178,63.721278798780986,46
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.4472609981303006,0.1364,61380.0,596291015.7825371,2148300.0,17208483.72974716,5423863.729747161,34.31145781472822,46
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.7504920464410003,0.2254,101430.0,865928078.2272187,2028600.0,25780009.224185437,13875689.224185437,19.606547322701843,46
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.4044109355709935,0.0596,26820.0,314710153.8872142,1743300.0,8508785.893011872,-3680834.1069881283,63.696190263011154,47
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.6143215657051777,0.1308,58860.0,578530503.5786217,2060100.0,16612320.830427036,4739500.830427036,34.29794860315985,47
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.1015221051743462,0.20166666666666666,90750.0,789870836.5179105,1815000.0,23461754.485224888,11343834.485224888,19.598827773234202,47
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.9716262457461293,0.05846666666666667,26310.0,304664989.0707068,1710150.0,8247681.079104647,-3975088.920895353,63.82811313558258,48
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.1676336713556623,0.14466666666666667,65100.0,621556341.6745853,2278500.0,17886020.169566944,6231600.169566944,34.368983996082925,48
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.855296303624615,0.22326666666666667,100470.0,850679765.4657866,2009400.0,25560552.313389525,13637032.313389525,19.639419426333102,48
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,4.254701457761431,0.05386666666666667,24240.0,288593760.65695363,1575600.0,7977973.087843008,-4379346.912156992,63.81619658855993,49
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.8387972794480048,0.12346666666666667,55560.0,550183709.3730507,1944600.0,16054610.723591067,4066290.723591067,34.36256739383996,49
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.29952636041912,0.22226666666666667,100020.0,856962833.6113223,2000400.0,26090287.637284964,14157767.637284964,19.63575279647998,49
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.7038057388373544,0.059666666666666666,26850.0,311773238.0015634,1745250.0,8303548.005474895,-3884121.9945251048,63.70529535116145,50
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.2110361866357928,0.14246666666666666,64109.99999999999,618853433.7828879,2243849.9999999995,17888179.44646904,6199109.446469039,34.30285134293309,50
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.8110595576957254,0.2192,98640.0,841817252.7526898,1972800.0,25343667.88282758,13383547.88282758,19.601629338818913,50
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.9460539311163516,0.060733333333333334,27330.0,319712407.82539994,1776450.0,8697247.527047403,-3459222.472952597,63.771484389426725,51
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.5356166980509234,0.1306,58770.0,573505169.2601088,2056950.0,16374257.282157078,4498287.282157078,34.338491594306696,51
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.2068936785653936,0.22906666666666667,103080.0,876051007.6333702,2061600.0,26196272.07196839,14324952.071968392,19.621995196746685,51
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.287016644721689,0.06673333333333334,30030.000000000004,348933187.70100105,1951950.0000000002,9641154.354974657,-2339815.6450253427,63.561647196885936,52
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,3.9608465528605765,0.12666666666666668,57000.00000000001,560544462.5408144,1995000.0000000002,15982829.197965473,4044909.197965473,34.225502336784736,52
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.174843741565772,0.2082,93690.0,815356786.7202353,1873800.0,24255422.811483383,12196302.811483383,19.557429906734136,52
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.991272773933671,0.058666666666666666,26400.0,314092960.44134927,1716000.0,8793283.898202203,-3423636.101797797,63.71693273056716,53
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,3.5051121363776376,0.12106666666666667,54480.0,542257018.0474287,1906800.0,15917903.792386815,3891783.792386815,34.30911762415155,53
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.1395950886891013,0.21793333333333334,98070.0,844985430.2964705,1961400.0,25791930.599733457,13820410.599733457,19.605210070943745,53
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.3445648348510826,0.06186666666666667,27840.0,321467947.62477666,1809600.0,8779711.835579835,-3343608.164420165,63.63031149512805,54
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.4073254545279816,0.132,59400.0,573730160.3344728,2079000.0,16406025.528296612,4552105.528296612,34.26247542045356,54
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.7584565185211267,0.20746666666666666,93360.0,798625726.23211,1867200.0,23721073.83454454,11655353.83454454,19.578557383116323,54
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.756181911272014,0.0612,27540.0,320858941.00086015,1790100.0,8936811.078018691,-3206008.9219813086,63.7157241913412,55
